SCHID,LEAID,SCH_NAME,LEA_STATE_NAME_x,LEA_ZIP,white_student_suspension_total,black_student_suspension_total,black_student_pop,white_student_pop,susp_black_white_ratio,gini_inequality,med_hh_inc,white_prop,bach_plus_prop,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_SSCLASSES_IND,SCH_GT_IND,SCH_IBENR_IND,SCH_APSEL,teacher_prop,security_pop_bool,security_pop,law_prop,counc_prop,cert_teacher_prop,total_susp_per_pop,school_pop,reduced_free_lunch_prop,male_prop,black_white_pop_ratio
2871,3620580,NYC MUSEUM SCHOOL,NEW YORK,NA,0,1,47,182,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.004366812227074236,495,NA,0.494949494949495,0.2052401746724891
2872,3620580,PS/IS 210 21ST CENTURY ACADEMY,NEW YORK,NA,0,0,4,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,391,NA,0.5038363171355499,0.8
2877,3620580,STUYVESANT HIGH SCHOOL,NEW YORK,NA,0,0,53,598,NA,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0,3317,NA,0.5601447090744649,0.08141321044546851
2878,3620580,SUSAN E WAGNER HIGH SCHOOL,NEW YORK,NA,16,38,300,1275,10.093750000000002,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.03428571428571429,3188,NA,0.49247176913425345,0.19047619047619047
2881,3620580,THOMAS A EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,NEW YORK,NA,0,0,338,80,NA,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0,2228,NA,0.6225314183123878,0.8086124401913876
2883,3620580,TOTTENVILLE HIGH SCHOOL,NEW YORK,NA,13,3,62,2655,9.88213399503722,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.005888847994111152,3658,NA,0.4953526517222526,0.022819285977180713
2887,3620580,WILLIAM CULLEN BRYANT HIGH SCHOOL,NEW YORK,NA,2,9,137,203,6.6678832116788325,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.03235294117647059,1979,NA,0.5381505811015664,0.40294117647058825
2888,3620580,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,NEW YORK,NA,3,7,236,96,0.9491525423728814,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.030120481927710843,570,NA,0.7350877192982456,0.7108433734939759
2889,3620580,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,NEW YORK,NA,0,2,223,11,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.008547008547008548,403,NA,0.3076923076923077,0.9529914529914529
2914,3620580,HUMANITIES PREPARATORY ACADEMY,NEW YORK,NA,0,2,42,30,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.027777777777777776,260,NA,0.4807692307692308,0.5833333333333334
2919,3620580,YOUNG WOMEN'S LEADERSHIP SCHOOL,NEW YORK,NA,0,0,123,18,NA,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0,461,NA,0.0021691973969631237,0.8723404255319149
2929,3620580,HERITAGE SCHOOL (THE),NEW YORK,NA,0,4,81,8,Inf,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.0449438202247191,311,NA,0.48231511254019294,0.9101123595505618
2939,3620580,PS 315 LAB SCHOOL,NEW YORK,NA,0,0,24,6,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,200,NA,0.495,0.8
2961,3620580,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,NEW YORK,NA,0,1,155,4,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.006289308176100629,713,NA,0.44460028050490885,0.9748427672955975
2968,3620580,LONGWOOD PREPARATORY ACADEMY,NEW YORK,NA,0,4,111,3,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.03508771929824561,346,NA,0.44508670520231214,0.9736842105263158
2993,3620580,PS 24,NEW YORK,NA,0,0,5,34,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,467,NA,0.5010706638115632,0.1282051282051282
3000,3620580,PS 89 CYPRESS HILLS,NEW YORK,NA,0,0,5,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,420,NA,0.4928571428571429,1
3006,3620580,PS/IS 30 MARY WHITE OVINGTON,NEW YORK,NA,6,0,18,391,0,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.014669926650366748,961,NA,0.5202913631633714,0.044009779951100246
3011,3620580,IS 98 BAY ACADEMY,NEW YORK,NA,3,0,33,822,0,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.0035087719298245615,1540,NA,0.45454545454545453,0.03859649122807018
3074,3620580,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,NEW YORK,NA,0,0,107,12,NA,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0,399,NA,0.49122807017543857,0.8991596638655462
3078,3620580,EAST WILLIAMSBURG SCHOLARS ACADEMY,NEW YORK,NA,0,0,73,17,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,401,NA,0.5785536159600998,0.8111111111111111
3091,3620580,HIGH SCHOOL FOR ENTERPRISE BUSINESS & TECHNOLOGY (THE),NEW YORK,NA,0,2,129,21,Inf,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.013333333333333334,539,NA,0.6771799628942486,0.86
3107,3620580,BROOKLYN STUDIO SECONDARY SCHOOL,NEW YORK,NA,4,0,30,381,0,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.009732360097323601,904,NA,0.543141592920354,0.072992700729927
3117,3620580,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE),NEW YORK,NA,1,1,24,39,1.625,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.031746031746031744,1565,NA,0.5143769968051118,0.38095238095238093
3123,3620580,PS/IS 78,NEW YORK,NA,0,0,33,236,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,667,NA,0.5067466266866567,0.12267657992565056
3146,3620580,IS 227 LOUIS ARMSTRONG,NEW YORK,NA,1,0,203,286,0,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.002044989775051125,1502,NA,0.5,0.41513292433537835
3154,3620580,HIGH SCHOOL FOR ARTS AND BUSINESS,NEW YORK,NA,0,1,45,41,Inf,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.011627906976744186,760,NA,0.4394736842105263,0.5232558139534884
3176,3620580,JHS 8 RICHARD S GROSSLEY,NEW YORK,NA,0,3,164,5,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.01775147928994083,398,NA,0.4824120603015075,0.9704142011834319
3328,3620580,PS 89,NEW YORK,NA,0,0,4,170,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,310,NA,0.4935483870967742,0.022988505747126436
3331,3620580,IS 289,NEW YORK,NA,0,0,13,64,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,236,NA,0.5,0.16883116883116883
3340,3620580,Ps 35,NEW YORK,NA,0,1,100,24,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.008064516129032258,244,NA,0.6967213114754098,0.8064516129032258
3348,3620580,ELLA BAKER SCHOOL,NEW YORK,NA,0,0,46,97,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,287,NA,0.5052264808362369,0.32167832167832167
3352,3620580,CASCADES HIGH SCHOOL,NEW YORK,NA,0,0,51,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0,113,NA,0.5663716814159292,0.9807692307692307
3353,3620580,PS 195,NEW YORK,NA,0,0,105,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,749,NA,0.514018691588785,0.9722222222222222
3369,3620580,PS 196,NEW YORK,NA,0,0,94,6,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,661,NA,0.5355521936459909,0.94
3373,3620580,Ps 17,NEW YORK,NA,0,0,187,17,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,505,NA,0.8118811881188119,0.9166666666666666
3385,3620580,PS 315,NEW YORK,NA,0,0,244,41,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,493,NA,0.4847870182555781,0.856140350877193
3387,3620580,PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,NEW YORK,NA,0,0,287,17,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,408,NA,0.5147058823529411,0.944078947368421
3389,3620580,COBBLE HILL SCHOOL OF AMERICAN STUDIES,NEW YORK,NA,0,10,223,11,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.042735042735042736,363,NA,0.4214876033057851,0.9529914529914529
3394,3620580,PS 56 LOUIS DESARIO SCHOOL (THE),NEW YORK,NA,0,0,5,401,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,553,NA,0.5226039783001808,0.012315270935960592
3508,3620580,PS 184 SHUANG WEN,NEW YORK,NA,0,0,12,56,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,665,NA,0.5172932330827068,0.17647058823529413
3548,3620580,PS 77 LOWER LAB SCHOOL,NEW YORK,NA,0,0,0,122,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,346,NA,0.4797687861271676,0
3550,3620580,STEM INSTITUTE OF MANHATTAN,NEW YORK,NA,0,0,46,7,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,89,NA,0.6067415730337079,0.8679245283018868
3551,3620580,PS 242 YOUNG DIPLOMATS MAGNET ACADEMY (THE),NEW YORK,NA,0,0,70,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,113,NA,0.5221238938053098,0.958904109589041
3552,3620580,MS 243 CENTER SCHOOL,NEW YORK,NA,0,0,34,138,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,250,NA,0.48,0.19767441860465115
3572,3620580,MS 245 COMPUTER SCHOOL (THE),NEW YORK,NA,1,5,36,170,23.61111111111111,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.02912621359223301,364,NA,0.47802197802197804,0.17475728155339806
3579,3620580,MS 247 DUAL LANGUAGE MIDDLE SCHOOL,NEW YORK,NA,0,0,2,9,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,207,NA,0.47342995169082125,0.18181818181818182
3603,3620580,MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,NEW YORK,NA,0,1,31,5,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.027777777777777776,95,NA,0.47368421052631576,0.8611111111111112
3607,3620580,LAFAYETTE ACADEMY,NEW YORK,NA,0,3,37,63,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.03,156,NA,0.5064102564102564,0.37
3616,3620580,COMMUNITY ACTION SCHOOL-MS 258,NEW YORK,NA,0,3,59,24,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.03614457831325301,175,NA,0.5085714285714286,0.7108433734939759
3622,3620580,PS 333 MANHATTAN SCHOOL FOR CHILDREN,NEW YORK,NA,0,0,72,240,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,502,NA,0.5099601593625498,0.23076923076923078
3646,3620580,URBAN ACADEMY LABORATORY HIGH SCHOOL,NEW YORK,NA,0,0,41,47,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,143,NA,0.43356643356643354,0.4659090909090909
3680,3620580,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,NEW YORK,NA,0,1,91,32,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.008130081300813009,522,NA,0.4731800766283525,0.7398373983739838
3681,3620580,COLLEGE ACADEMY (THE),NEW YORK,NA,0,0,25,2,NA,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0,313,NA,0.5750798722044729,0.9259259259259259
3685,3620580,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,NEW YORK,NA,0,0,32,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0,328,NA,0.5304878048780488,0.9142857142857143
3691,3620580,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,NEW YORK,NA,0,0,64,10,NA,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0,357,NA,0.42016806722689076,0.8648648648648649
3692,3620580,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,NEW YORK,NA,0,0,55,8,NA,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0,391,NA,0.4629156010230179,0.873015873015873
3705,3620580,LIFE SCIENCES SECONDARY SCHOOL,NEW YORK,NA,0,4,77,21,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.04081632653061224,329,NA,0.5258358662613982,0.7857142857142857
3738,3620580,PS 277,NEW YORK,NA,0,0,66,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,263,NA,0.5095057034220533,0.9565217391304348
3740,3620580,MS 101 EDWARD R BYRNE,NEW YORK,NA,1,0,52,81,0,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.007518796992481203,538,NA,0.5185873605947955,0.39097744360902253
3742,3620580,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,NEW YORK,NA,0,0,31,7,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,889,NA,0.4938132733408324,0.8157894736842105
3747,3620580,IS 219 NEW VENTURE SCHOOL,NEW YORK,NA,0,2,90,7,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.020618556701030927,240,NA,0.5083333333333333,0.9278350515463918
3764,3620580,IS 303 LEADERSHIP & COMMUNITY SERVICE,NEW YORK,NA,0,1,89,2,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.01098901098901099,310,NA,0.5,0.978021978021978
3767,3620580,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,NEW YORK,NA,0,0,57,4,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,211,NA,0.5402843601895735,0.9344262295081968
3780,3620580,IS 339,NEW YORK,NA,0,3,72,3,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.04,216,NA,0.5694444444444444,0.96
3783,3620580,PS/IS 54,NEW YORK,NA,0,0,65,6,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,334,NA,0.4550898203592814,0.9154929577464789
3794,3620580,IS 254,NEW YORK,NA,0,3,57,5,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.04838709677419355,453,NA,0.5033112582781457,0.9193548387096774
3795,3620580,PS 340,NEW YORK,NA,0,0,33,9,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,433,NA,0.5150115473441108,0.7857142857142857
3805,3620580,PS 360,NEW YORK,NA,0,0,28,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,301,NA,0.5415282392026578,0.9655172413793104
3811,3620580,MS 390,NEW YORK,NA,0,1,72,5,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.012987012987012988,470,NA,0.5723404255319149,0.935064935064935
3812,3620580,ANGELO PATRI MIDDLE SCHOOL (THE),NEW YORK,NA,0,1,81,1,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.012195121951219513,356,NA,0.5280898876404494,0.9878048780487805
3820,3620580,PS 396,NEW YORK,NA,0,0,41,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,215,NA,0.5395348837209303,0.9318181818181818
3847,3620580,BRONX LITTLE SCHOOL,NEW YORK,NA,0,0,40,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,283,NA,0.4628975265017668,0.9302325581395349
4053,3620580,MS 267 MATH SCIENCE & TECHNOLOGY,NEW YORK,NA,0,0,121,2,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,176,NA,0.4715909090909091,0.983739837398374
4067,3620580,PS 134,NEW YORK,NA,0,0,13,225,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,519,NA,0.5568400770712909,0.0546218487394958
4070,3620580,IS 381,NEW YORK,NA,0,10,187,34,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.04524886877828054,325,NA,0.5415384615384615,0.8461538461538461
4079,3620580,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,NEW YORK,NA,0,6,339,15,Inf,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.01694915254237288,568,NA,0.5651408450704225,0.9576271186440678
4146,3620580,PS 16 NANCY DEBENEDITTIS SCHOOL (THE),NEW YORK,NA,0,0,2,12,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1173,NA,0.5038363171355499,0.14285714285714285
4175,3620580,QUEENS COLLEGE SCHOOL FOR MATH SCIENCE & TECHNOLOGY (THE),NEW YORK,NA,0,1,85,40,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.008,490,NA,0.4897959183673469,0.68
4186,3620580,STATEN ISLAND TECHNICAL HIGH SCHOOL,NEW YORK,NA,0,0,9,442,NA,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0,1355,NA,0.5520295202952029,0.019955654101995565
4305,3620580,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,NEW YORK,NA,0,16,431,25,Inf,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.03508771929824561,1442,NA,0.4895977808599168,0.9451754385964912
4310,3620580,IS 206 ANN MERSEREAU,NEW YORK,NA,0,2,20,2,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.09090909090909091,208,NA,0.5336538461538461,0.9090909090909091
4312,3620580,JOHN DEWEY HIGH SCHOOL,NEW YORK,NA,0,12,544,354,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.013363028953229399,2159,NA,0.4775358962482631,0.6057906458797327
4316,3620580,PS 290 JUAN MOREL CAMPOS,NEW YORK,NA,0,0,57,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,337,NA,0.5667655786350149,0.95
4319,3620580,Ps 753 School For Career Development,NEW YORK,NA,0,0,222,24,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,335,NA,0.7373134328358208,0.9024390243902439
4351,3620580,PS 7 ABRAHAM LINCOLN,NEW YORK,NA,0,0,42,8,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,616,NA,0.512987012987013,0.84
4352,3620580,PS 56 HARRY EICHLER,NEW YORK,NA,0,0,12,42,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,316,NA,0.4936708860759494,0.2222222222222222
4353,3620580,PS 159 LUIS MUMOZ MARIN BILING,NEW YORK,NA,0,0,21,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,154,NA,0.4025974025974026,0.9545454545454546
4354,3620580,Ps 177,NEW YORK,NA,0,0,157,98,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,506,NA,0.7766798418972332,0.615686274509804
4356,3620580,PS 234 INDEPENDENCE SCHOOL,NEW YORK,NA,0,0,10,316,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,453,NA,0.5187637969094923,0.03067484662576687
4358,3620580,PS 380 JOHN WAYNE ELEMENTARY,NEW YORK,NA,0,0,72,34,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,364,NA,0.5302197802197802,0.6792452830188679
4359,3620580,PS 399 STANLEY EUGENE CLARKE,NEW YORK,NA,0,0,103,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,143,NA,0.5734265734265734,1
4402,3620580,MS 131,NEW YORK,NA,0,0,32,9,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,226,NA,0.5309734513274337,0.7804878048780488
4405,3620580,EAST SIDE MIDDLE SCHOOL,NEW YORK,NA,0,0,23,218,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,415,NA,0.4578313253012048,0.0954356846473029
4406,3620580,PS/IS 217 ROOSEVELT ISLAND,NEW YORK,NA,0,0,61,234,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,634,NA,0.4952681388012618,0.20677966101694914
4407,3620580,PS 212 MIDTOWN WEST,NEW YORK,NA,0,0,21,109,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,257,NA,0.4785992217898833,0.16153846153846155
4408,3620580,MS 255 SALK SCHOOL OF SCIENCE,NEW YORK,NA,0,0,6,166,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,340,NA,0.45,0.03488372093023256
4409,3620580,Ps 4,NEW YORK,NA,0,0,195,19,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,357,NA,0.7871148459383753,0.9112149532710281
4410,3620580,CLINTON SCHOOL (THE),NEW YORK,NA,0,0,21,470,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,770,NA,0.35974025974025975,0.04276985743380855
4412,3620580,MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,NEW YORK,NA,0,3,49,24,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.0410958904109589,179,NA,0.5139664804469274,0.6712328767123288
4436,3620580,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,NEW YORK,NA,0,1,50,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.02,80,NA,0.625,1
4447,3620580,JHS 104 SIMON BARUCH,NEW YORK,NA,1,1,54,302,5.592592592592593,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.0056179775280898875,903,NA,0.5193798449612403,0.15168539325842698
4451,3620580,HAROLD O LEVY SCHOOL,NEW YORK,NA,0,2,13,2,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.13333333333333333,193,NA,0.5284974093264249,0.8666666666666667
4454,3620580,AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,NEW YORK,NA,0,0,44,8,NA,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0,236,NA,0.3516949152542373,0.8461538461538461
4458,3620580,FIORELLO H LAGUARDIA HIGH SCHOOL,NEW YORK,NA,0,1,219,915,Inf,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,8.818342151675485e-4,2364,NA,0.2593062605752961,0.1931216931216931
4459,3620580,PS 199 SHAKESPEARE SCHOOL (THE),NEW YORK,NA,0,0,119,5,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,484,NA,0.5247933884297521,0.9596774193548387
4461,3620580,JHS 22 JORDAN L MOTT,NEW YORK,NA,0,1,73,7,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.0125,313,NA,0.5175718849840255,0.9125
4464,3620580,PS 246 POE CENTER,NEW YORK,NA,0,0,51,21,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,541,NA,0.532347504621072,0.7083333333333334
4468,3620580,Ps 186 Walter J Damrosch School,NEW YORK,NA,0,4,251,13,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.015151515151515152,649,NA,0.7411402157164869,0.9507575757575758
4469,3620580,Ps 188,NEW YORK,NA,0,0,175,12,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,504,NA,0.7440476190476191,0.9358288770053476
4473,3620580,IN-TECH ACADEMY (MS/HS 368),NEW YORK,NA,0,3,75,32,Inf,NA,NA,NA,NA,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,NA,0.028037383177570093,952,NA,0.5189075630252101,0.7009345794392523
4474,3620580,JHS 88 PETER ROUGET,NEW YORK,NA,0,10,148,240,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.02577319587628866,1140,NA,0.5324561403508772,0.38144329896907214
4476,3620580,Ps 36,NEW YORK,NA,0,0,244,15,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,384,NA,0.75,0.9420849420849421
