SCHID,LEAID,SCH_NAME,LEA_STATE_NAME_x,LEA_ZIP,white_student_suspension_total,black_student_suspension_total,black_student_pop,white_student_pop,susp_black_white_ratio,gini_inequality,med_hh_inc,white_prop,bach_plus_prop,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_SSCLASSES_IND,SCH_GT_IND,SCH_IBENR_IND,SCH_APSEL,teacher_prop,security_pop_bool,security_pop,law_prop,counc_prop,cert_teacher_prop,total_susp_per_pop,school_pop,reduced_free_lunch_prop,male_prop,black_white_pop_ratio
2303,3620580,PS 75 EMILY DICKINSON,NEW YORK,NA,0,0,75,90,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,431,NA,0.5336426914153132,0.45454545454545453
2304,3620580,PS 75 MAYDA CORTIELLA,NEW YORK,NA,0,0,37,7,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,224,NA,0.5446428571428571,0.8409090909090909
2305,3620580,Robert E Peary School,NEW YORK,NA,0,0,182,35,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,553,NA,0.7576853526220615,0.8387096774193549
2306,3620580,PS 76 BENNINGTON SCHOOL (THE),NEW YORK,NA,0,0,260,44,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,693,NA,0.4906204906204906,0.8552631578947368
2308,3620580,PS 76 A PHILLIP RANDOLPH,NEW YORK,NA,0,5,187,12,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.02512562814070352,254,NA,0.5236220472440944,0.9396984924623115
2309,3620580,PS 76 WILLIAM HALLET,NEW YORK,NA,0,0,92,40,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,335,NA,0.5074626865671642,0.696969696969697
2311,3620580,Ps 77,NEW YORK,NA,0,0,103,57,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,288,NA,0.8263888888888888,0.64375
2312,3620580,PS 78 ANNE HUTCHINSON,NEW YORK,NA,0,0,377,10,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,571,NA,0.5148861646234676,0.9741602067183462
2314,3620580,PS 79 FRANCIS LEWIS,NEW YORK,NA,0,0,14,151,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1011,NA,0.5123639960435212,0.08484848484848485
2315,3620580,BENJAMIN BANNEKER ACADEMY,NEW YORK,NA,0,7,617,13,Inf,NA,NA,NA,NA,,,,,,,,,,,,,Yes,NA,NA,NA,NA,NA,NA,0.011111111111111112,824,NA,0.46480582524271846,0.9793650793650793
2316,3620580,JHS 80 MOSHOLU PARKWAY (THE),NEW YORK,NA,0,0,82,18,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,570,NA,0.5508771929824562,0.82
2317,3620580,PS 80 THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA (THE),NEW YORK,NA,0,0,278,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,336,NA,0.5505952380952381,0.9893238434163701
2318,3620580,PS 81 ROBERT J CHRISTEN,NEW YORK,NA,0,0,43,209,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,682,NA,0.532258064516129,0.17063492063492064
2319,3620580,PS 81 JEAN PAUL RICHTER,NEW YORK,NA,0,0,10,31,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,633,NA,0.5150078988941548,0.24390243902439024
2320,3620580,PS 81 THADDEUS STEVENS,NEW YORK,NA,0,0,108,8,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,192,NA,0.5416666666666666,0.9310344827586207
2322,3620580,PS 82 HAMMOND,NEW YORK,NA,0,0,34,7,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,563,NA,0.5204262877442274,0.8292682926829268
2323,3620580,PS 83 DONALD HERTZ,NEW YORK,NA,1,0,77,604,0,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.0014684287812041115,1624,NA,0.5141625615763546,0.1130690161527166
2324,3620580,BILINGUAL BICULTURAL SCHOOL (THE),NEW YORK,NA,0,0,13,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,214,NA,0.46261682242990654,0.9285714285714286
2325,3620580,PS 295,NEW YORK,NA,0,0,17,95,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,262,NA,0.5343511450381679,0.15178571428571427
2326,3620580,PS 84 JOSE DE DIEGO,NEW YORK,NA,0,0,30,133,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,559,NA,0.5152057245080501,0.18404907975460122
2327,3620580,PS 84 LILLIAN WEBER,NEW YORK,NA,0,0,47,230,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,454,NA,0.45154185022026433,0.16967509025270758
2328,3620580,PS 84 STEINWAY,NEW YORK,NA,0,0,4,111,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,233,NA,0.4892703862660944,0.034782608695652174
2330,3620580,PS 85 JUDGE CHARLES VALLONE,NEW YORK,NA,0,0,8,251,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,534,NA,0.49250936329588013,0.03088803088803089
2332,3620580,PS 86 KINGSBRIDGE HEIGHTS,NEW YORK,NA,0,0,102,28,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1309,NA,0.49732620320855614,0.7846153846153846
2333,3620580,PS 86,NEW YORK,NA,0,0,24,20,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,592,NA,0.5287162162162162,0.5454545454545454
2334,3620580,PS 86 IRVINGTON (THE),NEW YORK,NA,0,0,1,10,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,375,NA,0.49333333333333335,0.09090909090909091
2335,3620580,PS 87 WILLIAM SHERMAN,NEW YORK,NA,0,0,18,360,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,608,NA,0.4917763157894737,0.047619047619047616
2336,3620580,PS 87,NEW YORK,NA,0,0,201,8,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,350,NA,0.5057142857142857,0.9617224880382775
2337,3620580,PS/IS 87 MIDDLE VILLAGE,NEW YORK,NA,0,0,1,151,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,489,NA,0.5276073619631901,0.006578947368421052
2338,3620580,PS 88 S SILVERSTEIN LITTLE SPARROW SCHOOL,NEW YORK,NA,0,0,23,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,87,NA,0.45977011494252873,1
2340,3620580,PS 88 SENECA,NEW YORK,NA,0,0,8,217,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,611,NA,0.5384615384615384,0.035555555555555556
2342,3620580,PS 89,NEW YORK,NA,0,1,216,157,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.002680965147453083,1229,NA,0.49877949552481693,0.579088471849866
2343,3620580,PS 89 ELMHURST,NEW YORK,NA,0,0,5,28,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1379,NA,0.5206671501087745,0.15151515151515152
2345,3620580,PS 90 HORACE MANN,NEW YORK,NA,0,0,15,33,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,554,NA,0.5054151624548736,0.3125
2346,3620580,PS 90 EDNA COHEN SCHOOL,NEW YORK,NA,0,0,93,55,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,430,NA,0.5116279069767442,0.6283783783783784
2348,3620580,PS 91 ALBANY AVENUE SCHOOL (THE),NEW YORK,NA,0,0,123,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,153,NA,0.5098039215686274,1
2349,3620580,PS 91 RICHARD ARKWRIGHT,NEW YORK,NA,0,0,23,233,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,676,NA,0.5428994082840237,0.08984375
2352,3620580,PS 92 HARRY T STEWART SR,NEW YORK,NA,0,0,6,7,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,739,NA,0.503382949932341,0.46153846153846156
2354,3620580,PS 93 ALBERT G OLIVER,NEW YORK,NA,0,0,96,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,238,NA,0.5462184873949579,0.9896907216494846
2355,3620580,IS 93 RIDGEWOOD,NEW YORK,NA,0,0,15,167,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1017,NA,0.5270403146509341,0.08241758241758242
2356,3620580,PS 93 WILLIAM H PRESCOTT,NEW YORK,NA,0,0,87,4,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,130,NA,0.5076923076923077,0.9560439560439561
2357,3620580,PS 94 KINGS COLLEGE SCHOOL,NEW YORK,NA,0,0,120,25,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,928,NA,0.5193965517241379,0.8275862068965517
2358,3620580,PS 94 DAVID D PORTER,NEW YORK,NA,0,0,3,24,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,294,NA,0.4489795918367347,0.1111111111111111
2359,3620580,PS 94 HENRY LONGFELLOW (THE),NEW YORK,NA,0,0,3,16,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1007,NA,0.5561072492552135,0.15789473684210525
2361,3620580,PS 95 SHEILA MENCHER,NEW YORK,NA,0,1,148,44,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.005208333333333333,959,NA,0.5078206465067779,0.7708333333333334
2362,3620580,PS 95 EASTWOOD,NEW YORK,NA,0,0,117,16,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1200,NA,0.5041666666666667,0.8796992481203008
2363,3620580,PS 95 GRAVESEND (THE),NEW YORK,NA,0,0,54,215,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,925,NA,0.5102702702702703,0.20074349442379183
2364,3620580,PS 96 RICHARD RODGERS,NEW YORK,NA,0,0,145,100,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,796,NA,0.5175879396984925,0.5918367346938775
2365,3620580,PS 96,NEW YORK,NA,0,0,55,6,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,267,NA,0.5131086142322098,0.9016393442622951
2366,3620580,PS 96 JOSEPH LANZETTA,NEW YORK,NA,0,0,81,11,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,324,NA,0.5216049382716049,0.8804347826086957
2367,3620580,IS 96 SETH LOW,NEW YORK,NA,3,6,53,221,8.339622641509434,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.032846715328467155,787,NA,0.5374841168996188,0.19343065693430658
2368,3620580,PS 97,NEW YORK,NA,0,0,113,56,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,474,NA,0.5168776371308017,0.6686390532544378
2369,3620580,PS 97 FOREST PARK,NEW YORK,NA,0,0,11,26,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,556,NA,0.5143884892086331,0.2972972972972973
2370,3620580,PS 97 HIGHLAWN (THE),NEW YORK,NA,0,0,8,164,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,713,NA,0.5245441795231417,0.046511627906976744
2372,3620580,PS 98 DOUGLASTON SCHOOL (THE),NEW YORK,NA,0,0,5,72,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,214,NA,0.5794392523364486,0.06493506493506493
2373,3620580,JHS 98 HERMAN RIDDER,NEW YORK,NA,0,1,32,2,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.029411764705882353,153,NA,0.5294117647058824,0.9411764705882353
2374,3620580,PS 98 SHORAC KAPPOCK,NEW YORK,NA,0,0,4,2,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,231,NA,0.46320346320346323,0.6666666666666666
2376,3620580,PS 99 KEW GARDENS,NEW YORK,NA,0,0,40,162,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,679,NA,0.4727540500736377,0.19801980198019803
2377,3620580,PS 99 ISAAC ASIMOV,NEW YORK,NA,2,0,38,240,0,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.007194244604316547,767,NA,0.48891786179921776,0.1366906474820144
2378,3620580,PS 100 CONEY ISLAND SCHOOL (THE),NEW YORK,NA,0,0,20,508,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,607,NA,0.5074135090609555,0.03787878787878788
2379,3620580,PS 100 GLEN MORRIS,NEW YORK,NA,0,0,29,22,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,671,NA,0.5245901639344263,0.5686274509803921
2380,3620580,PS 100 ISAAC CLASON,NEW YORK,NA,0,0,97,7,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,401,NA,0.46384039900249374,0.9326923076923077
2382,3620580,PS 101 VERRAZANO (THE),NEW YORK,NA,0,0,11,265,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,958,NA,0.5041753653444676,0.03985507246376811
2384,3620580,PS 101 SCHOOL IN THE GARDENS,NEW YORK,NA,0,0,13,197,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,508,NA,0.5196850393700787,0.06190476190476191
2385,3620580,PS 102 BAYVIEW (THE),NEW YORK,NA,0,0,24,532,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1174,NA,0.5545144804088586,0.04316546762589928
2386,3620580,PS 102 BAYVIEW,NEW YORK,NA,0,0,34,28,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1161,NA,0.5236864771748493,0.5483870967741935
2387,3620580,PS 102 JACQUES CARTIER,NEW YORK,NA,0,0,49,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,136,NA,0.5441176470588235,0.9423076923076923
2389,3620580,PS 103 HECTOR FONTANEZ,NEW YORK,NA,0,0,289,24,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,732,NA,0.5095628415300546,0.9233226837060703
2391,3620580,PS/IS 104 FORT HAMILTON SCHOOL (THE),NEW YORK,NA,0,0,38,467,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1101,NA,0.5213442325158947,0.07524752475247524
2392,3620580,PS 104 BAYS WATER (THE),NEW YORK,NA,0,0,184,22,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,517,NA,0.5783365570599613,0.8932038834951457
2394,3620580,PS 105 SENATOR ABRAHAM BERNSTEIN,NEW YORK,NA,0,0,62,105,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,683,NA,0.5212298682284041,0.3712574850299401
2395,3620580,PS 105 BAY SCHOOL (THE),NEW YORK,NA,0,13,386,8,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.03299492385786802,647,NA,0.5301391035548686,0.9796954314720813
2396,3620580,PS 105 BLYTHEBOURNE (THE),NEW YORK,NA,0,0,7,25,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1269,NA,0.5271867612293144,0.21875
2397,3620580,PS 106 PARKCHESTER,NEW YORK,NA,0,0,201,21,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,831,NA,0.5126353790613718,0.9054054054054054
2398,3620580,LIGHTHOUSE ELEMENTARY SCHOOL,NEW YORK,NA,0,0,81,8,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,134,NA,0.5149253731343284,0.9101123595505618
2400,3620580,PS 106 EDWARD EVERETT HALE,NEW YORK,NA,0,0,27,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,296,NA,0.5202702702702703,1
2401,3620580,PS 107,NEW YORK,NA,0,0,144,7,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,444,NA,0.536036036036036,0.9536423841059603
2402,3620580,PS 107 THOMAS A DOOLEY,NEW YORK,NA,0,0,10,48,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,815,NA,0.5386503067484663,0.1724137931034483
2403,3620580,PS 107 JOHN W KIMBALL,NEW YORK,NA,0,0,15,305,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,459,NA,0.4422657952069717,0.046875
2404,3620580,PS 108 PHILIP J ABINANTI,NEW YORK,NA,0,0,28,186,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,498,NA,0.5120481927710844,0.1308411214953271
2405,3620580,PS 108 CAPTAIN VINCENT G FOWLER,NEW YORK,NA,0,0,55,77,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1107,NA,0.5130984643179766,0.4166666666666667
2406,3620580,PS 108 SAL ABBRACCIAMENTO,NEW YORK,NA,0,0,70,12,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,685,NA,0.5051094890510949,0.8536585365853658
2407,3620580,PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,NEW YORK,NA,0,10,102,8,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.09090909090909091,341,NA,0.5366568914956011,0.9272727272727272
2409,3620580,JEAN NUZZI INTERMEDIATE SCHOOL,NEW YORK,NA,0,4,339,25,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.01098901098901099,1001,NA,0.5354645354645354,0.9313186813186813
2410,3620580,PS 109 SEDGWICK,NEW YORK,NA,0,0,73,4,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,398,NA,0.507537688442211,0.948051948051948
2411,3620580,PS 110 FLORENCE NIGHTINGALE,NEW YORK,NA,0,0,32,83,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,302,NA,0.5397350993377483,0.2782608695652174
2412,3620580,PS 110 MONITOR (THE),NEW YORK,NA,0,0,19,263,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,413,NA,0.5423728813559322,0.0673758865248227
2413,3620580,PS 110 THEODORE SCHOENFELD,NEW YORK,NA,0,0,85,32,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,300,NA,0.47333333333333333,0.7264957264957265
2414,3620580,PS 111 ADOLPH S OCHS,NEW YORK,NA,0,0,40,73,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,295,NA,0.5423728813559322,0.35398230088495575
2416,3620580,PS 111 JACOB BLACKWELL,NEW YORK,NA,0,3,140,8,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.02027027027027027,274,NA,0.5255474452554745,0.9459459459459459
2417,3620580,PS 111 SETON FALLS,NEW YORK,NA,0,0,248,8,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,436,NA,0.5298165137614679,0.96875
2418,3620580,PS 112 JOSE CELSO BARBOSA,NEW YORK,NA,0,0,34,12,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,179,NA,0.6201117318435754,0.7391304347826086
2419,3620580,PS 112 BRONXWOOD,NEW YORK,NA,0,0,144,4,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,329,NA,0.5227963525835866,0.972972972972973
2420,3620580,PS 112 DUTCH KILLS,NEW YORK,NA,0,0,67,29,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,319,NA,0.5109717868338558,0.6979166666666666
2421,3620580,PS 112 LEFFERTS PARK,NEW YORK,NA,0,0,6,166,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,690,NA,0.5507246376811594,0.03488372093023256
2423,3620580,PS/IS 113 ANTHONY J PRANZO,NEW YORK,NA,0,0,14,340,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,763,NA,0.5176933158584535,0.03954802259887006
2426,3620580,PS/MS 114 BELLE HARBOR,NEW YORK,NA,1,0,8,445,0,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.002207505518763797,553,NA,0.5226039783001808,0.017660044150110375
2427,3620580,PS 114 RYDER ELEMENTARY,NEW YORK,NA,0,0,252,11,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,327,NA,0.48623853211009177,0.9581749049429658
2428,3620580,JAMES J AMBROSE SCHOOL (THE),NEW YORK,NA,0,0,35,29,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,604,NA,0.5132450331125827,0.546875
2429,3620580,PS 115 DANIEL MUCATEL SCHOOL,NEW YORK,NA,0,0,541,58,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,671,NA,0.5007451564828614,0.9031719532554258
2431,3620580,PS 115 ALEXANDER HUMBOLDT,NEW YORK,NA,0,0,4,9,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,347,NA,0.521613832853026,0.3076923076923077
2432,3620580,PS/IS 116 WILLIAM C HUGHLEY,NEW YORK,NA,0,6,317,12,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.0182370820668693,736,NA,0.5108695652173914,0.9635258358662614
2433,3620580,PS 116 MARY LINDLEY MURRAY,NEW YORK,NA,0,1,26,141,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.005988023952095809,332,NA,0.42771084337349397,0.15568862275449102
2434,3620580,PS 116 ELIZABETH L FARRELL,NEW YORK,NA,0,0,7,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,331,NA,0.5649546827794562,0.7
2437,3620580,PS 117 J KELD/BRIARWOOD SCHOOL,NEW YORK,NA,0,0,64,108,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,732,NA,0.546448087431694,0.37209302325581395
2438,3620580,PS 118 LORRAINE HANSBERRY,NEW YORK,NA,0,0,213,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,331,NA,0.48942598187311176,0.9861111111111112
2440,3620580,JHS 118 WILLIAM W NILES,NEW YORK,NA,0,2,139,35,Inf,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.011494252873563218,769,NA,0.5110533159947984,0.7988505747126436
2441,3620580,DR EMMETT W BASSETT SCHOOL (THE),NEW YORK,NA,0,0,47,24,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,538,NA,0.48698884758364314,0.6619718309859155
2442,3620580,PS/IS 119 GLENDALE (THE),NEW YORK,NA,1,0,16,429,0,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0.0022471910112359553,1210,NA,0.5016528925619834,0.035955056179775284
2443,3620580,PS 119 AMERSFORT,NEW YORK,NA,0,0,206,12,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,358,NA,0.5027932960893855,0.944954128440367
2444,3620580,PS 120,NEW YORK,NA,0,0,5,13,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,682,NA,0.49560117302052786,0.2777777777777778
2445,3620580,PS 120 CARLOS TAPIA,NEW YORK,NA,0,0,50,19,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,279,NA,0.4946236559139785,0.7246376811594203
2447,3620580,PS 121 NELSON A ROCKEFELLER,NEW YORK,NA,0,0,22,105,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,314,NA,0.5605095541401274,0.1732283464566929
2448,3620580,PS 121,NEW YORK,NA,0,0,83,7,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,698,NA,0.49283667621776506,0.9222222222222223
2450,3620580,PS 121 THROOP,NEW YORK,NA,0,0,242,26,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,544,NA,0.5496323529411765,0.9029850746268657
2451,3620580,PS 122 MAMIE FAY,NEW YORK,NA,0,0,36,535,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,1125,NA,0.5217777777777778,0.06304728546409807
2454,3620580,PS 123,NEW YORK,NA,0,0,269,20,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,0,486,NA,0.5102880658436214,0.9307958477508651
